Postcode,Latitude,Longitude
RG149EZ,51.400071,-1.322063
RG149FY,51.400071,-1.322063
RG149GF,51.400071,-1.322063
RG149GR,51.400071,-1.322063
RG149HZ,51.400071,-1.322063
RG149JG,51.40007,-1.322045
RG149JS,51.400071,-1.322063
RG149LD,51.400071,-1.322063
RG149LL,51.400071,-1.322063
RG149LZ,51.400071,-1.322063
RG149NA,51.40007,-1.322045
RG149NL,51.40007,-1.322045
RG149NX,51.40007,-1.322045
RG149NZ,51.40007,-1.322045
RG149PB,51.40007,-1.322045
RG149PD,51.40007,-1.322045
RG149PN,51.40007,-1.322045
RG149QA,51.40007,-1.322045
RG149QB,51.40007,-1.322045
RG149QG,51.40007,-1.322045
RG149QN,51.40007,-1.322045
RG149QQ,51.40007,-1.322045
RG149QR,51.40007,-1.322045
RG149QS,51.40007,-1.322045
RG149QT,51.40007,-1.322045
RG149QU,51.40007,-1.322045
RG149QW,51.40007,-1.322045
RG149QX,51.40007,-1.322045
RG149QY,51.40007,-1.322045
RG149RA,51.40007,-1.322045
RG149RB,51.40007,-1.322045
RG149SA,51.398369,-1.324705
RG149SB,51.398369,-1.324705
RG149SD,51.398369,-1.324705
RG149SE,51.398369,-1.324705
RG149SF,51.398369,-1.324705
RG149SG,51.398369,-1.324705
RG149SH,51.398369,-1.324705
RG149SJ,51.398369,-1.324705
RG149SL,51.398369,-1.324705
RG149SN,51.398369,-1.324705
RG149SP,51.398369,-1.324705
RG149SQ,51.398369,-1.324705
RG149SR,51.398369,-1.324705
RG149SS,51.398369,-1.324705
RG149ST,51.398369,-1.324705
RG149SU,51.398369,-1.324705
RG149SW,51.398369,-1.324705
RG149SX,51.398369,-1.324705
RG149SY,51.398369,-1.324705
RG149SZ,51.398369,-1.324705
RG149TA,51.398369,-1.324705
RG149TB,51.398369,-1.324705
RG149TD,51.398369,-1.324705
RG149TE,51.398369,-1.324705
RG149TF,51.398369,-1.324705
RG149TG,51.398369,-1.324705
RG149TH,51.398369,-1.324705
RG149TJ,51.398369,-1.324705
RG149TL,51.398369,-1.324705
RG149TN,51.398369,-1.324705
RG149YJ,51.398369,-1.324705
RG149ZY,51.398369,-1.324705
RG170AA,51.411566,-1.517125
RG170AB,51.411063,-1.517447
RG170AD,51.410209,-1.517384
RG170AE,51.410356,-1.518202
RG170AF,51.410093,-1.517973
RG170AG,51.409354,-1.517076
RG170AH,51.408223,-1.519849
RG170AJ,51.407594,-1.517771
RG170AL,51.405485,-1.514672
RG170AN,51.40519,-1.514791
RG170AP,51.40557,-1.51365
RG170AQ,51.408443,-1.518667
RG170AS,51.407459,-1.515472
RG170AT,51.407127,-1.515835
RG170AU,51.408388,-1.516195
RG170AW,51.407196,-1.517228
RG170AX,51.407677,-1.514218
RG170AY,51.407599,-1.512853
RG170AZ,51.406568,-1.513267
RG170BB,51.407085,-1.511996
RG170BD,51.406879,-1.512214
RG170BE,51.408609,-1.515244
RG170BF,51.410368,-1.514492
RG170BG,51.409522,-1.514429
RG170BH,51.40917,-1.516158
RG170BJ,51.410135,-1.516766
RG170BL,51.410412,-1.516533
RG170BN,51.410397,-1.515081
RG170BP,51.412509,-1.514714
RG170BQ,51.409949,-1.515431
RG170BS,51.410348,-1.513903
RG170BT,51.412185,-1.514617
RG170BW,51.406109,-1.517326
RG170BX,51.411505,-1.513402
RG170BY,51.412783,-1.51369
RG170BZ,51.40569,-1.516209
RG170DA,51.413453,-1.512862
RG170DB,51.406683,-1.51479
RG170DD,51.41404,-1.511418
RG170DE,51.407179,-1.51973
RG170DF,51.407263,-1.518263
RG170DG,51.406031,-1.515947
RG170DJ,51.41173,-1.515843
RG170DL,51.415933,-1.51472
RG170DN,51.415982,-1.515209
RG170DP,51.415791,-1.514665
RG170DQ,51.406628,-1.518888
RG170DR,51.41444,-1.514104
RG170DS,51.418873,-1.516487
RG170DT,51.413658,-1.514299
RG170DW,51.416557,-1.515174
RG170DX,51.415206,-1.512557
RG170DY,51.414072,-1.510139
RG170DZ,51.420173,-1.509081
RG170EA,51.414081,-1.512166
RG170EB,51.413624,-1.510331
RG170ED,51.412875,-1.509893
RG170EE,51.412834,-1.510684
RG170EF,51.413702,-1.511926
RG170EG,51.417172,-1.513758
RG170EH,51.417387,-1.513756
RG170EJ,51.418621,-1.514591
RG170EL,51.418132,-1.513575
RG170EP,51.418179,-1.511663
RG170EQ,51.417191,-1.516174
RG170ER,51.418055,-1.512023
RG170ES,51.418404,-1.511746
RG170ET,51.419614,-1.508685
RG170EU,51.419848,-1.50861
RG170EW,51.418409,-1.511113
RG170EX,51.419473,-1.509305
RG170EY,51.419298,-1.515101
RG170EZ,51.420193,-1.50724
RG170GU,51.417309,-1.512247
RG170GW,51.447573,-1.552216
RG170GX,51.41308,-1.529087
RG170GY,51.409339,-1.517896
RG170GZ,51.40569,-1.511724
RG170HA,51.419635,-1.507146
RG170HB,51.4143,-1.519928
RG170HD,51.41828,-1.508166
RG170HE,51.417842,-1.50459
RG170HF,51.419002,-1.506376
RG170HG,51.419789,-1.507561
RG170HH,51.421671,-1.510216
RG170HJ,51.420884,-1.509175
RG170HL,51.421115,-1.510581
RG170HN,51.415848,-1.515857
RG170HP,51.414021,-1.521629
RG170HQ,51.418944,-1.507542
RG170HR,51.405195,-1.512174
RG170HS,51.411482,-1.516464
RG170HT,51.412365,-1.523501
RG170HU,51.411905,-1.52526
RG170HW,51.418336,-1.512624
RG170HX,51.415932,-1.516488
RG170HY,51.415579,-1.517773
RG170JA,51.415196,-1.51864
RG170JB,51.415385,-1.52101
RG170JD,51.414809,-1.520873
RG170JE,51.414608,-1.520514
RG170JF,51.411257,-1.525108
RG170JG,51.414951,-1.518555
RG170JH,51.414762,-1.51804
RG170JJ,51.413986,-1.517502
RG170JL,51.412746,-1.517731
RG170JN,51.413702,-1.518526
RG170JP,51.41305,-1.519367
RG170JR,51.413109,-1.523033
RG170JS,51.412426,-1.520811
RG170JT,51.412512,-1.519933
RG170JU,51.411523,-1.519771
RG170JW,51.41426,-1.518419
RG170JX,51.410157,-1.519943
RG170JY,51.410633,-1.520254
RG170JZ,51.41161,-1.521424
RG170LA,51.410076,-1.522187
RG170LB,51.410677,-1.521764
RG170LD,51.412206,-1.517693
RG170LE,51.411069,-1.518798
RG170LF,51.411723,-1.520301
RG170LG,51.408572,-1.521714
RG170LH,51.408246,-1.521013
RG170LJ,51.409461,-1.519275
RG170LL,51.411204,-1.523124
RG170LN,51.431753,-1.539971
RG170LP,51.411779,-1.520818
RG170LR,51.406962,-1.521544
RG170LU,51.415081,-1.51496
RG170LW,51.411096,-1.519271
RG170LX,51.415056,-1.515291
RG170LY,51.414975,-1.515306
RG170LZ,51.414867,-1.515336
RG170NA,51.412623,-1.516251
RG170NB,51.413915,-1.515633
RG170NE,51.41258,-1.516654
RG170NF,51.414194,-1.516018
RG170NL,51.415246,-1.515706
RG170NN,51.418132,-1.515546
RG170NR,51.414434,-1.517109
RG170NS,51.413361,-1.525072
RG170NT,51.413809,-1.524794
RG170NU,51.414074,-1.523742
RG170NX,51.414531,-1.478816
RG170NY,51.427543,-1.465205
RG170PB,51.424997,-1.472928
RG170PD,51.424653,-1.480268
RG170PE,51.424154,-1.487379
RG170PF,51.417618,-1.511164
RG170PG,51.422093,-1.481173
RG170PH,51.418849,-1.491609
RG170PJ,51.423152,-1.503354
RG170PL,51.433677,-1.502405
RG170PN,51.437087,-1.49227
RG170PP,51.440552,-1.488994
RG170PR,51.441331,-1.488036
RG170PS,51.437087,-1.47994
RG170PT,51.440523,-1.486448
RG170PU,51.450538,-1.480074
RG170PW,51.428705,-1.493887
RG170PX,51.442342,-1.493376
RG170PY,51.447498,-1.494068
RG170PZ,51.435365,-1.510156
RG170QA,51.442709,-1.513933
RG170QB,51.451174,-1.521572
RG170QD,51.442217,-1.505925
RG170QE,51.418105,-1.511447
RG170QH,51.413236,-1.527618
RG170QL,51.420328,-1.507713
RG170QN,51.41463,-1.53002
RG170QP,51.41283,-1.525106
RG170QR,51.414206,-1.522863
RG170QS,51.41479,-1.514315
RG170QT,51.435902,-1.538735
RG170QU,51.412042,-1.525876
RG170QW,51.414588,-1.521738
RG170QY,51.405544,-1.542577
RG170QZ,51.40472,-1.550234
RG170RA,51.40338,-1.525563
RG170RB,51.394748,-1.536375
RG170RD,51.383882,-1.528983
RG170RE,51.38408,-1.537661
RG170RF,51.380064,-1.53398
RG170RG,51.385872,-1.545691
RG170RH,51.37962,-1.544962
RG170RJ,51.382361,-1.551042
RG170RL,51.378004,-1.538268
RG170RN,51.371038,-1.53887
RG170RP,51.377578,-1.521663
RG170RQ,51.387853,-1.558275
RG170RR,51.395605,-1.521303
RG170RS,51.398378,-1.517767
RG170RT,51.400678,-1.50282
RG170RU,51.400457,-1.50544
RG170RW,51.370985,-1.532291
RG170RY,51.388684,-1.50686
RG170SG,51.412352,-1.51148
RG170SH,51.412448,-1.51089
RG170SJ,51.417019,-1.531448
RG170SL,51.422707,-1.539731
RG170SN,51.41451,-1.538332
RG170SP,51.41492,-1.542109
RG170SQ,51.412697,-1.51244
RG170SR,51.412125,-1.558788
RG170SS,51.423168,-1.571252
RG170ST,51.410767,-1.517765
RG170SU,51.431263,-1.562171
RG170SX,51.429617,-1.545516
RG170SY,51.433501,-1.527179
RG170TA,51.428607,-1.522195
RG170TB,51.430909,-1.535492
RG170TD,51.431163,-1.536409
RG170TE,51.431603,-1.53816
RG170TF,51.432799,-1.540622
RG170TG,51.431552,-1.538981
RG170TH,51.433566,-1.548181
RG170TJ,51.434212,-1.550103
RG170TL,51.450307,-1.552564
RG170TN,51.455242,-1.552271
RG170TP,51.432468,-1.538956
RG170TQ,51.432365,-1.542137
RG170TR,51.434551,-1.538
RG170TS,51.43307,-1.538534
RG170TT,51.433125,-1.538921
RG170TU,51.434284,-1.538751
RG170TW,51.449108,-1.549266
RG170TX,51.449891,-1.538048
RG170TY,51.431023,-1.534986
RG170TZ,51.434285,-1.543355
RG170UA,51.432162,-1.540816
RG170UB,51.435341,-1.537849
RG170UH,51.405435,-1.519992
RG170UL,51.410248,-1.468138
RG170UN,51.414885,-1.496168
RG170UP,51.405928,-1.50249
RG170UQ,51.405828,-1.521742
RG170UR,51.408221,-1.479319
RG170US,51.405185,-1.52044
RG170UT,51.40627,-1.48187
RG170UU,51.404741,-1.489881
RG170UW,51.405115,-1.516703
RG170UX,51.404956,-1.517337
RG170WG,51.432203,-1.537823
RG170WL,51.4334,-1.537811
RG170YL,51.419764,-1.514407
RG170YT,51.421045,-1.517988
RG170YU,51.419806,-1.518447
RG170YX,51.419978,-1.516431
RG170YY,51.418866,-1.512489
RG170YZ,51.41919,-1.512587
RG171BF,51.415791,-1.514665
RG171DH,51.415791,-1.514665
RG171DJ,51.415791,-1.514665
RG171DQ,51.415791,-1.514665
RG171DS,51.415789,-1.514649
RG171DZ,51.415789,-1.514649
RG171ED,51.415789,-1.514649
RG171EE,51.415789,-1.514649
RG171EG,51.415789,-1.514649
RG177AA,51.457876,-1.480064
RG177AB,51.467698,-1.472912
RG177AD,51.456998,-1.476649
RG177AE,51.456687,-1.477559
RG177AF,51.494695,-1.535348
RG177AG,51.456181,-1.473031
RG177AH,51.457145,-1.46752
RG177AJ,51.454232,-1.467412
RG177AL,51.454525,-1.453016
RG177AN,51.456167,-1.448362
RG177AP,51.461699,-1.446871
RG177AQ,51.501023,-1.555755
RG177AR,51.455582,-1.47583
RG177AS,51.456439,-1.474424
RG177AT,51.464138,-1.493351
RG177AU,51.46776,-1.480643
RG177AW,51.507124,-1.531533
RG177AX,51.465398,-1.497785
RG177AY,51.462266,-1.492825
RG177BA,51.463267,-1.499767
RG177BB,51.458559,-1.502884
RG177BD,51.474728,-1.492658
RG177BE,51.467467,-1.504442
RG177BG,51.468669,-1.507798
RG177BH,51.469756,-1.509816
RG177BJ,51.493756,-1.577144
RG177BL,51.492702,-1.579142
RG177BN,51.501428,-1.553562
RG177BP,51.463456,-1.467232
RG177BS,51.477764,-1.444531
RG177BT,51.477306,-1.444594
RG177BU,51.478031,-1.443808
RG177BW,51.483633,-1.546405
RG177BX,51.478112,-1.443965
RG177BY,51.486714,-1.437666
RG177BZ,51.47447,-1.447609
RG177DA,51.474889,-1.446826
RG177DB,51.476833,-1.443419
RG177DD,51.476198,-1.44599
RG177DE,51.47668,-1.445293
RG177DF,51.479,-1.44155
RG177DG,51.480167,-1.441103
RG177DH,51.501801,-1.43548
RG177DJ,51.482616,-1.438049
RG177DL,51.489247,-1.435129
RG177DN,51.475518,-1.446819
RG177DQ,51.487916,-1.43699
RG177DR,51.476225,-1.448034
RG177DS,51.474629,-1.448961
RG177DT,51.474,-1.449139
RG177DU,51.474938,-1.451448
RG177DX,51.474519,-1.450258
RG177DY,51.474278,-1.450678
RG177DZ,51.475797,-1.452561
RG177EA,51.477794,-1.460384
RG177EB,51.482192,-1.464739
RG177ED,51.47264,-1.448524
RG177EE,51.471198,-1.445777
RG177EF,51.46945,-1.439435
RG177EG,51.476648,-1.4443
RG177EH,51.455501,-1.453955
RG177EJ,51.4754,-1.450305
RG177EL,51.474101,-1.449541
RG177EN,51.479694,-1.441944
RG177EP,51.48769,-1.475433
RG177EQ,51.474919,-1.453277
RG177ER,51.485055,-1.475449
RG177ES,51.485373,-1.476092
RG177ET,51.485537,-1.474536
RG177EU,51.48743,-1.473751
RG177EW,51.474283,-1.449987
RG177EX,51.488838,-1.476904
RG177EY,51.489159,-1.478196
RG177HA,51.488426,-1.479184
RG177HB,51.488022,-1.479405
RG177HD,51.488728,-1.48654
RG177HE,51.489382,-1.480023
RG177HF,51.489661,-1.479948
RG177HH,51.490738,-1.479633
RG177HJ,51.489638,-1.478968
RG177HL,51.490139,-1.478199
RG177HN,51.489945,-1.477208
RG177HP,51.489134,-1.474725
RG177HQ,51.490046,-1.47967
RG177HR,51.490565,-1.472923
RG177HS,51.496778,-1.467046
RG177HU,51.512424,-1.463131
RG177HW,51.489607,-1.475843
RG177HX,51.475792,-1.449451
RG177JA,51.489063,-1.478917
RG177JB,51.488903,-1.479351
RG177JD,51.491056,-1.498815
RG177JG,51.490249,-1.49518
RG177JH,51.488801,-1.499271
RG177JJ,51.490711,-1.500258
RG177JL,51.492952,-1.502769
RG177JN,51.494241,-1.503548
RG177JP,51.491931,-1.499655
RG177JQ,51.491133,-1.498007
RG177JR,51.494153,-1.497599
RG177JS,51.517205,-1.48472
RG177JT,51.49058,-1.498964
RG177JW,51.492982,-1.499269
RG177LD,51.504936,-1.533184
RG177LE,51.502534,-1.534936
RG177LG,51.501518,-1.5328
RG177LH,51.503506,-1.530763
RG177LJ,51.504455,-1.532022
RG177LL,51.503827,-1.521049
RG177LN,51.50506,-1.523587
RG177LP,51.503413,-1.523186
RG177LQ,51.505377,-1.530787
RG177LR,51.504807,-1.523315
RG177LS,51.502506,-1.521365
RG177LT,51.503166,-1.52228
RG177LU,51.503651,-1.521973
RG177LW,51.506149,-1.524008
RG177LX,51.500974,-1.518413
RG177LY,51.502324,-1.518602
RG177LZ,51.505796,-1.51237
RG177RS,51.492891,-1.554754
RG177RT,51.489334,-1.539435
RG177RU,51.482104,-1.537031
RG177RX,51.482944,-1.537958
RG177RY,51.482546,-1.537329
RG177RZ,51.477381,-1.552443
RG177SB,51.481108,-1.530676
RG177SD,51.478975,-1.536875
RG177SE,51.478555,-1.544641
RG177SF,51.480412,-1.54121
RG177SG,51.479882,-1.541201
RG177SH,51.476311,-1.529646
RG177SJ,51.476925,-1.530302
RG177SL,51.472602,-1.519692
RG177SN,51.473107,-1.517844
RG177SP,51.47106,-1.518571
RG177SR,51.472261,-1.519839
RG177SS,51.47087,-1.514008
RG177ST,51.471166,-1.513847
RG177SU,51.468274,-1.510221
RG177SX,51.463893,-1.511751
RG177SY,51.461672,-1.516035
RG177TA,51.461783,-1.516783
RG177TB,51.462683,-1.525942
RG177TD,51.463275,-1.54606
RG177TG,51.470353,-1.541757
RG177TJ,51.475668,-1.551236
RG177TL,51.482221,-1.550725
RG177TN,51.483035,-1.547563
RG177TP,51.482648,-1.547236
RG177TQ,51.481562,-1.552503
RG177TR,51.486677,-1.559394
RG177TS,51.487261,-1.559331
RG177TT,51.484593,-1.550399
RG177TU,51.481863,-1.546639
RG177TY,51.481275,-1.557488
RG177TZ,51.483486,-1.557179
RG177UL,51.510925,-1.52416
RG177UN,51.517011,-1.506599
RG177UP,51.515221,-1.515108
RG177UR,51.515735,-1.513272
RG177UT,51.519794,-1.509871
RG177UU,51.534586,-1.484843
RG177UX,51.539177,-1.49226
RG177UY,51.521793,-1.510513
RG177XA,51.524004,-1.512491
RG177YU,51.510676,-1.524926
RG178AA,51.508922,-1.531371
RG178AB,51.520169,-1.54953
RG178BP,51.506116,-1.538142
RG178FA,51.508064,-1.532806
RG178FB,51.507877,-1.533298
RG178LA,51.503567,-1.525749
RG178LZ,51.506216,-1.529266
RG178NA,51.50849,-1.509358
RG178ND,51.508781,-1.536732
RG178NE,51.507589,-1.533185
RG178NF,51.52042,-1.549297
RG178NG,51.507782,-1.536397
RG178NH,51.503863,-1.527893
RG178NJ,51.506708,-1.530918
RG178NL,51.506007,-1.531184
RG178NN,51.505532,-1.533696
RG178NP,51.505382,-1.534375
RG178NQ,51.50777,-1.535748
RG178NR,51.506269,-1.533674
RG178NT,51.506193,-1.537176
RG178NU,51.507953,-1.53432
RG178NW,51.505365,-1.530139
RG178NX,51.507992,-1.535155
RG178NZ,51.509313,-1.53494
RG178PA,51.508423,-1.532615
RG178PB,51.50734,-1.529282
RG178PD,51.507709,-1.529524
RG178PE,51.50737,-1.527871
RG178PF,51.506463,-1.528082
RG178PG,51.506129,-1.527884
RG178PH,51.506007,-1.528778
RG178PJ,51.505143,-1.528715
RG178PL,51.506308,-1.529856
RG178PN,51.506517,-1.530329
RG178PP,51.505554,-1.527962
RG178PQ,51.506637,-1.526841
RG178PR,51.50411,-1.526723
RG178PS,51.504044,-1.52583
RG178PT,51.507824,-1.529019
RG178PU,51.509171,-1.532982
RG178PW,51.506478,-1.529782
RG178PX,51.50368,-1.526958
RG178PY,51.505162,-1.526655
RG178PZ,51.50538,-1.527085
RG178QA,51.504967,-1.529668
RG178QB,51.509697,-1.534129
RG178QD,51.51016,-1.533073
RG178QE,51.510089,-1.537814
RG178QF,51.510328,-1.532408
RG178QG,51.511324,-1.536433
RG178QH,51.517839,-1.540012
RG178QJ,51.504406,-1.528607
RG178QN,51.518265,-1.543006
RG178QP,51.518347,-1.545743
RG178QQ,51.510819,-1.533642
RG178QR,51.521605,-1.551275
RG178QT,51.523218,-1.551994
RG178QU,51.525278,-1.549985
RG178QW,51.523102,-1.554589
RG178QX,51.525237,-1.550835
RG178QZ,51.505679,-1.527787
RG178RA,51.537174,-1.561705
RG178RB,51.519808,-1.573271
RG178RD,51.527124,-1.569888
RG178RE,51.533064,-1.594053
RG178RF,51.520101,-1.55054
RG178RG,51.5224,-1.547447
RG178UB,51.528821,-1.524939
RG178UE,51.524102,-1.520866
RG178UF,51.526068,-1.524694
RG178UG,51.524733,-1.523627
RG178UH,51.544116,-1.533994
RG178XF,51.507234,-1.525264
RG178XG,51.509667,-1.531089
RG178XH,51.510249,-1.530478
RG178XJ,51.507275,-1.533261
RG178XL,51.507306,-1.532179
RG178XN,51.507053,-1.531836
RG178XP,51.508555,-1.529761
RG178XQ,51.509939,-1.531663
RG178XS,51.50898,-1.527897
RG178XT,51.509492,-1.527964
RG178XU,51.508497,-1.530856
RG178XW,51.508675,-1.530465
RG178XX,51.50892,-1.53101
RG178XY,51.509085,-1.529582
RG178XZ,51.509319,-1.531856
RG178YA,51.509143,-1.530446
RG178YB,51.510236,-1.529542
RG178YD,51.511566,-1.527165
RG178YE,51.511055,-1.527473
RG178YF,51.510733,-1.527822
RG178YG,51.51096,-1.526148
RG178YH,51.511487,-1.52548
RG178YJ,51.512383,-1.526738
RG178YL,51.51093,-1.525399
RG178YN,51.50845,-1.525814
RG178YP,51.508438,-1.525151
RG178YQ,51.508578,-1.526446
RG178YR,51.506168,-1.526254
RG178YS,51.506073,-1.525176
RG178YT,51.505958,-1.525695
RG178YU,51.511574,-1.524672
RG178YW,51.507634,-1.526543
RG178YX,51.509719,-1.528553
RG178YY,51.508091,-1.530601
RG178YZ,51.509548,-1.526278
RG179AA,51.397429,-1.47684
RG179AB,51.398418,-1.447404
RG179AD,51.397997,-1.447711
RG179AE,51.397336,-1.478607
RG179AF,51.396801,-1.477665
RG179AG,51.401954,-1.463719
RG179AH,51.394889,-1.443018
RG179DD,51.37589,-1.484067
RG179DE,51.379953,-1.458329
RG179DG,51.380536,-1.469517
RG179DH,51.386845,-1.480783
RG179DJ,51.380618,-1.474156
RG179DL,51.377509,-1.482167
RG179DN,51.373286,-1.483005
RG179DP,51.374717,-1.485144
RG179DR,51.372453,-1.481535
RG179DS,51.372126,-1.486926
RG179DT,51.373565,-1.489523
RG179DU,51.369838,-1.49218
RG179DW,51.375312,-1.483514
RG179DX,51.378103,-1.486413
RG179DY,51.380107,-1.488259
RG179DZ,51.383485,-1.491699
RG179EA,51.385845,-1.499475
RG179EB,51.382032,-1.496715
RG179ED,51.366389,-1.460961
RG179EF,51.379486,-1.463969
RG179EG,51.338788,-1.442465
RG179EH,51.346427,-1.466738
RG179EJ,51.344667,-1.47332
RG179EL,51.351065,-1.474825
RG179PT,51.375588,-1.465006
RG179PU,51.37837,-1.463651
RG179PW,51.370868,-1.469025
RG179PX,51.379383,-1.463065
RG179PY,51.374284,-1.466888
RG179PZ,51.371191,-1.468763
RG179QA,51.37487,-1.469123
RG179QB,51.380141,-1.46557
RG179QD,51.378924,-1.468904
RG179QE,51.378744,-1.472756
RG179QG,51.374946,-1.476448
RG179QH,51.369668,-1.470189
RG179QJ,51.368649,-1.469338
RG179QL,51.369845,-1.467471
RG179QN,51.368881,-1.46313
RG179QP,51.371883,-1.459315
RG179QR,51.374524,-1.456398
RG179QS,51.375761,-1.449789
RG179QT,51.377318,-1.45204
RG179QU,51.377553,-1.454279
RG179QW,51.369975,-1.459065
RG179QX,51.373544,-1.466279
RG179QY,51.38146,-1.459175
RG179QZ,51.378127,-1.469602
RG179RJ,51.434277,-1.441735
RG179RL,51.43617,-1.458041
RG179RN,51.433418,-1.452247
RG179RP,51.430405,-1.450169
RG179RR,51.42732,-1.44986
RG179RW,51.432696,-1.449924
RG179SA,51.407208,-1.452474
RG179SB,51.4084,-1.440196
RG179SD,51.412623,-1.454753
RG179SG,51.394727,-1.483985
RG179SH,51.398896,-1.477082
RG179SJ,51.399252,-1.464514
RG179SL,51.393702,-1.475962
RG179SN,51.397578,-1.448607
RG179SP,51.390652,-1.46953
RG179SQ,51.39526,-1.486538
RG179SR,51.39073,-1.470851
RG179SS,51.396022,-1.460024
RG179ST,51.386359,-1.449101
RG179SU,51.383531,-1.448501
RG179SX,51.379699,-1.442613
RG179SY,51.383132,-1.455089
RG179SZ,51.387731,-1.458023
RG179TB,51.398455,-1.442027
RG179TD,51.399852,-1.45811
RG179TH,51.399483,-1.457957
RG179TJ,51.399431,-1.45248
RG179TL,51.399738,-1.454863
RG179TN,51.399516,-1.455369
RG179TP,51.399035,-1.454325
RG179TR,51.400124,-1.450833
RG179TS,51.400238,-1.452083
RG179TT,51.400921,-1.448236
RG179TU,51.398128,-1.4508
RG179TW,51.399231,-1.452152
RG179TX,51.396273,-1.448263
RG179TY,51.396235,-1.449874
RG179TZ,51.396205,-1.449199
RG179UA,51.395015,-1.448451
RG179UB,51.394386,-1.444765
RG179UD,51.393898,-1.444339
RG179UE,51.391127,-1.446125
RG179UF,51.39087,-1.44669
RG179UG,51.398812,-1.452847
RG179UH,51.396107,-1.445491
RG179UJ,51.395807,-1.446803
RG179UL,51.396407,-1.444381
RG179UN,51.401761,-1.447033
RG179UP,51.399365,-1.450037
RG179UR,51.401069,-1.447214
RG179US,51.399724,-1.449818
RG179UT,51.400423,-1.447322
RG179UU,51.399413,-1.44686
RG179UW,51.401247,-1.448692
RG179UX,51.398986,-1.446174
RG179UY,51.397736,-1.441979
RG179UZ,51.397864,-1.440669
RG179XA,51.398355,-1.440101
RG179XB,51.397547,-1.440055
RG179XD,51.396149,-1.44115
RG179XE,51.396437,-1.44119
RG179XF,51.395988,-1.443121
RG179XG,51.396913,-1.44288
RG179XH,51.395864,-1.443911
RG179XJ,51.397926,-1.444176
RG179XL,51.397915,-1.44373
RG179XN,51.398532,-1.445016
RG179XP,51.397368,-1.446037
RG179XQ,51.397108,-1.444229
RG179XR,51.395033,-1.446496
RG179XS,51.396394,-1.447256
RG179XT,51.396917,-1.447537
RG179XU,51.397401,-1.447172
RG179XW,51.397113,-1.445292
RG179XX,51.400158,-1.448432
RG179YU,51.39901,-1.447239
RG179YY,51.415791,-1.514665
RG180AA,51.481676,-1.228282
RG180AB,51.485971,-1.24302
RG180NF,51.464743,-1.182997
RG180NG,51.465223,-1.183478
RG180RR,51.484237,-1.241839
RG180RS,51.485591,-1.241327
RG180RT,51.484862,-1.239755
RG180RU,51.484299,-1.240398
RG180RX,51.484393,-1.240944
RG180RY,51.485044,-1.24161
RG180RZ,51.485243,-1.240368
RG180SB,51.485533,-1.24068
RG180SD,51.485274,-1.240972
RG180SE,51.48598,-1.241623
RG180SF,51.48635,-1.241862
RG180SG,51.486497,-1.240938
RG180SH,51.485177,-1.242644
RG180SJ,51.481158,-1.248313
RG180SL,51.477382,-1.269657
RG180SN,51.483299,-1.272626
RG180SP,51.484294,-1.267905
RG180SQ,51.487941,-1.244514
RG180SR,51.495125,-1.268682
RG180SS,51.493649,-1.256861
RG180ST,51.476414,-1.258657
RG180TB,51.483222,-1.237847
RG180TD,51.483062,-1.238244
RG180TE,51.482777,-1.234447
RG180TF,51.48068,-1.232662
RG180TG,51.481214,-1.23201
RG180TH,51.472056,-1.229817
RG180TJ,51.482069,-1.232111
RG180TL,51.485107,-1.229103
RG180TN,51.481617,-1.220723
RG180TP,51.489655,-1.20853
RG180TQ,51.477245,-1.231328
RG180TR,51.483563,-1.240506
RG180TS,51.49264,-1.245416
RG180TT,51.492222,-1.240406
RG180TU,51.494782,-1.2345
RG180TX,51.481627,-1.233156
RG180TY,51.484097,-1.241078
RG180UD,51.465838,-1.231937
RG180UE,51.467419,-1.20461
RG180UF,51.466628,-1.206026
RG180UH,51.468057,-1.206001
RG180UJ,51.472564,-1.218319
RG180UL,51.464291,-1.215466
RG180UN,51.466385,-1.204634
RG180UP,51.466773,-1.203441
RG180UQ,51.466554,-1.207107
RG180UR,51.466873,-1.201055
RG180UT,51.467488,-1.196322
RG180UU,51.46578,-1.197734
RG180UW,51.46774,-1.193683
RG180UX,51.465246,-1.197254
RG180UY,51.465546,-1.197666
RG180XA,51.474511,-1.191188
RG180XB,51.466825,-1.187524
RG180XD,51.465093,-1.184143
RG180XE,51.461314,-1.178596
RG180XF,51.464163,-1.175853
RG180XL,51.466142,-1.205957
RG180XP,51.465996,-1.205735
RG180XR,51.465666,-1.206014
RG180XS,51.464494,-1.203025
RG180XT,51.462882,-1.202607
RG180XU,51.457643,-1.197747
RG180XX,51.45504,-1.205018
RG180XY,51.452471,-1.200097
RG183AA,51.404628,-1.294278
RG183AB,51.404957,-1.28927
RG183AD,51.404332,-1.289913
RG183AE,51.405533,-1.264605
RG183AF,51.408423,-1.260921
RG183AG,51.404081,-1.261043
RG183AH,51.405487,-1.281743
RG183AJ,51.405053,-1.285876
RG183AL,51.40808,-1.260625
RG183AN,51.407832,-1.283067
RG183AP,51.409579,-1.286404
RG183AQ,51.403824,-1.261571
RG183AR,51.406984,-1.260844
RG183AS,51.406375,-1.291779
RG183AT,51.410432,-1.270005
RG183AU,51.410479,-1.268955
RG183AW,51.405339,-1.270862
RG183AX,51.410752,-1.260841
